417
 2.125	 0.625
 2.125	 0.875
 2.125	 0.375
 2.250	 0.500
 2.000	 0.250
 2.375	 0.625
 2.875	 0.875
 2.875	 0.625
 2.750	 0.500
 2.875	 0.375
 2.625	 0.625
 1.875	 0.875
 1.875	 0.625
 1.750	 0.500
 1.875	 0.375
 1.625	 0.625
 1.125	 0.875
 1.375	 0.875
 1.500	 0.750
 1.625	 0.875
 1.375	 0.625
 1.000	 0.250
 0.875	 0.125
 1.125	 0.375
 0.875	 0.375
 1.250	 0.500
 0.750	 0.500
 0.625	 0.375
 2.625	 0.875
 2.375	 0.875
 2.500	 0.750
 0.375	 0.125
 0.625	 0.125
 0.500	 0.250
 1.000	 0.750
 0.875	 0.625
 1.125	 0.625
 2.188	 0.062
 2.062	 0.062
 2.312	 0.062
 2.250	 0.125
 2.438	 0.062
 2.312	 0.188
 2.188	 0.188
 2.562	 0.062
 2.500	 0.125
 2.562	 0.188
 2.438	 0.188
 2.688	 0.188
 2.625	 0.250
 2.375	 0.250
 2.688	 0.062
 2.812	 0.062
 2.750	 0.125
 2.938	 0.062
 2.812	 0.188
 2.438	 0.312
 2.312	 0.312
 2.562	 0.312
 2.500	 0.375
 2.688	 0.312
 2.562	 0.438
 2.438	 0.438
 0.062	 0.938
 0.188	 0.938
 0.250	 0.875
 0.312	 0.938
 0.188	 0.812
 0.312	 0.812
 0.438	 0.938
 0.375	 0.750
 0.438	 0.812
 0.562	 0.812
 0.500	 0.875
 0.625	 0.750
 0.688	 0.812
 0.562	 0.938
 0.312	 0.688
 0.438	 0.688
 0.500	 0.625
 0.562	 0.688
 0.438	 0.562
 0.562	 0.562
 0.688	 0.688
 0.688	 0.938
 0.750	 0.875
 0.812	 0.938
 0.812	 0.812
 0.938	 0.938
 0.062	 0.812
 0.062	 0.688
 0.125	 0.750
 0.062	 0.562
 0.188	 0.688
 0.062	 0.438
 0.125	 0.500
 0.188	 0.438
 0.188	 0.562
 0.188	 0.312
 0.250	 0.375
 0.250	 0.625
 0.062	 0.312
 0.062	 0.188
 0.125	 0.250
 0.062	 0.062
 0.188	 0.188
 0.312	 0.562
 0.312	 0.438
 0.375	 0.500
 0.312	 0.312
 0.438	 0.438
 1.938	 0.062
 1.812	 0.062
 1.750	 0.125
 1.688	 0.062
 1.812	 0.188
 1.688	 0.188
 1.562	 0.062
 1.625	 0.250
 1.562	 0.188
 1.438	 0.188
 1.500	 0.125
 1.375	 0.250
 1.312	 0.188
 1.438	 0.062
 1.688	 0.312
 1.562	 0.312
 1.500	 0.375
 1.438	 0.312
 1.562	 0.438
 1.438	 0.438
 1.312	 0.312
 1.312	 0.062
 1.250	 0.125
 1.188	 0.062
 1.188	 0.188
 1.062	 0.062
 2.000	 0.875
 2.062	 0.812
 2.062	 0.938
 2.062	 0.688
 2.125	 0.750
 2.000	 0.625
 2.062	 0.562
 2.188	 0.688
 2.188	 0.812
 2.062	 0.438
 2.125	 0.500
 2.188	 0.438
 2.188	 0.562
 2.188	 0.312
 2.250	 0.375
 2.250	 0.625
 2.000	 0.375
 2.062	 0.312
 2.062	 0.188
 2.125	 0.250
 2.000	 0.125
 2.312	 0.562
 2.312	 0.688
 2.312	 0.438
 2.375	 0.500
 2.438	 0.562
 2.938	 0.938
 2.938	 0.812
 2.875	 0.750
 2.938	 0.688
 2.812	 0.812
 2.812	 0.688
 2.938	 0.562
 2.750	 0.625
 2.812	 0.562
 2.812	 0.438
 2.875	 0.500
 2.750	 0.375
 2.812	 0.312
 2.938	 0.438
 2.688	 0.688
 2.688	 0.562
 2.625	 0.500
 2.688	 0.438
 2.562	 0.562
 2.938	 0.312
 2.875	 0.250
 2.938	 0.188
 1.938	 0.938
 1.938	 0.812
 1.875	 0.750
 1.938	 0.688
 1.812	 0.812
 1.812	 0.688
 1.938	 0.562
 1.750	 0.625
 1.812	 0.562
 1.812	 0.438
 1.875	 0.500
 1.750	 0.375
 1.812	 0.312
 1.938	 0.438
 1.688	 0.688
 1.688	 0.562
 1.625	 0.500
 1.688	 0.438
 1.562	 0.562
 1.938	 0.312
 1.875	 0.250
 1.938	 0.188
 1.062	 0.938
 1.188	 0.938
 1.250	 0.875
 1.312	 0.938
 1.188	 0.812
 1.312	 0.812
 1.438	 0.938
 1.375	 0.750
 1.438	 0.812
 1.562	 0.812
 1.500	 0.875
 1.625	 0.750
 1.688	 0.812
 1.562	 0.938
 1.312	 0.688
 1.438	 0.688
 1.500	 0.625
 1.562	 0.688
 1.438	 0.562
 1.688	 0.938
 1.750	 0.875
 1.812	 0.938
 1.000	 0.125
 0.938	 0.062
 1.062	 0.188
 0.938	 0.188
 1.125	 0.250
 0.875	 0.250
 0.812	 0.188
 1.188	 0.312
 1.062	 0.312
 1.000	 0.375
 0.938	 0.312
 1.062	 0.438
 0.938	 0.438
 0.812	 0.312
 1.250	 0.375
 1.312	 0.438
 1.188	 0.438
 1.375	 0.500
 1.125	 0.500
 0.750	 0.375
 0.688	 0.312
 0.812	 0.438
 0.688	 0.438
 0.875	 0.500
 0.625	 0.500
 0.562	 0.438
 2.812	 0.938
 2.688	 0.938
 2.750	 0.875
 2.562	 0.938
 2.688	 0.812
 2.438	 0.938
 2.500	 0.875
 2.438	 0.812
 2.562	 0.812
 2.312	 0.812
 2.375	 0.750
 2.625	 0.750
 2.312	 0.938
 2.188	 0.938
 2.250	 0.875
 2.562	 0.688
 2.438	 0.688
 2.500	 0.625
 0.188	 0.062
 0.312	 0.062
 0.250	 0.125
 0.438	 0.062
 0.312	 0.188
 0.562	 0.062
 0.500	 0.125
 0.562	 0.188
 0.438	 0.188
 0.688	 0.188
 0.625	 0.250
 0.375	 0.250
 0.688	 0.062
 0.812	 0.062
 0.750	 0.125
 0.438	 0.312
 0.562	 0.312
 0.500	 0.375
 1.000	 0.875
 0.938	 0.812
 1.062	 0.812
 0.875	 0.750
 1.125	 0.750
 0.812	 0.688
 0.938	 0.688
 1.000	 0.625
 1.062	 0.688
 0.938	 0.562
 1.062	 0.562
 1.188	 0.688
 0.750	 0.625
 0.688	 0.562
 0.812	 0.562
 1.250	 0.625
 1.188	 0.562
 1.312	 0.562
