1054
214	511	516
115	523	244
116	524	245
203	417	471
204	418	472
205	419	473
206	420	474
161	547	254
162	548	255
163	229	428
146	296	336
80	314	433
94	255	379
173	471	417
175	472	418
174	473	419
176	474	420
115	407	236
155	236	407
116	408	237
156	237	408
97	436	276
98	437	277
278	99	438
100	439	279
80	433	336
92	335	295
91	334	294
97	276	484
98	277	485
278	486	99
100	279	487
113	521	364
242	364	521
114	522	365
243	365	522
158	434	239
160	435	241
157	426	238
159	427	240
118	239	434
120	241	435
117	238	426
119	240	427
141	250	513
142	252	515
143	251	514
144	253	516
117	250	448
119	252	450
118	251	449
120	253	451
191	433	358
95	258	428
163	428	258
89	504	242
90	505	243
244	350	407
351	408	245
146	555	313
130	558	269
132	559	271
101	310	401
103	312	403
102	309	402
104	311	404
158	294	334
160	295	335
9	345	8
27	28	346
65	66	347
46	47	348
12	442	246
31	443	247
69	440	248
50	441	249
192	381	359
157	360	324
159	361	325
80	336	296
167	415	477
415	248	477
6	370	264
25	371	265
159	376	270
157	374	268
160	377	271
158	375	269
20	270	376
77	268	374
39	271	377
58	269	375
63	372	266
44	373	267
155	266	372
156	267	373
202	549	349
80	296	382
107	275	378
152	378	275
197	425	550
108	359	381
101	401	250
103	403	251
102	402	252
104	404	253
147	379	255
173	297	341
174	298	342
175	299	343
176	300	344
264	370	556
265	371	557
153	556	370
154	557	371
141	513	508
142	515	509
143	514	510
144	516	511
148	314	479
148	358	433
153	504	292
154	505	293
211	301	508
212	302	509
213	303	510
214	304	511
246	475	413
165	413	475
414	247	476
166	414	476
416	249	478
168	416	478
93	468	254
94	469	255
161	254	468
162	255	469
129	264	556
131	265	557
158	269	558
160	271	559
186	525	345
187	526	346
188	527	347
189	528	348
260	121	397
261	122	398
262	123	399
124	400	263
93	313	555
121	256	488
122	257	489
123	258	490
124	259	491
81	280	366
82	281	367
83	282	368
84	283	369
260	464	85
261	465	86
87	262	466
88	263	467
161	468	256
162	469	257
93	256	468
94	257	469
165	276	436
277	437	166
278	438	167
279	439	168
201	493	333
199	495	331
200	492	332
198	494	330
178	409	464
179	410	465
180	411	466
181	412	467
80	382	319
137	500	366
138	501	367
139	502	368
140	503	369
173	421	297
102	297	421
175	423	299
174	422	298
101	298	422
104	299	423
176	424	300
103	300	424
149	405	272
151	406	274
150	470	273
129	292	360
131	293	361
130	362	294
132	363	295
255	548	357
169	288	448
170	289	449
171	290	450
172	291	451
106	272	405
108	274	406
190	319	382
81	560	280
82	561	281
83	562	282
84	563	283
106	518	272
107	519	275
108	520	274
74	288	393
55	289	394
17	290	391
36	291	392
178	397	284
121	284	397
122	285	398
179	398	285
123	286	399
180	399	286
124	287	400
181	400	287
97	484	284
98	485	285
99	486	286
100	487	287
109	276	475
110	277	476
278	167	477
112	279	478
165	475	276
277	166	476
278	477	111
279	168	478
178	484	276
179	485	277
278	180	486
181	487	279
141	508	280
142	509	281
143	510	282
283	144	511
174	342	473
173	341	471
176	344	474
175	343	472
169	393	288
170	394	289
171	391	290
172	392	291
161	385	547
162	387	548
109	564	337
110	565	338
111	566	339
112	567	340
145	382	296
153	364	504
154	365	505
129	556	292
131	557	293
158	558	294
160	559	295
178	284	484
179	285	485
180	286	486
181	287	487
155	350	362
351	363	156
80	395	314
177	314	395
81	543	460
82	544	461
83	545	462
84	546	463
96	425	323
198	337	564
199	338	565
200	339	566
201	340	567
105	517	470
273	470	517
146	336	529
7	370	6
25	26	371
63	64	372
44	45	373
76	77	374
57	58	375
19	20	376
38	39	377
219	460	543
461	544	220
462	545	221
463	546	222
203	337	417
204	338	418
205	339	419
206	340	420
81	460	305
82	461	306
83	462	307
84	463	308
169	531	393
170	532	394
172	534	392
171	533	391
73	74	393
54	55	394
16	17	391
35	36	392
34	35	534
15	16	533
53	54	532
72	73	531
153	292	556
154	293	557
130	294	558
132	295	559
121	488	429
219	429	488
122	489	430
220	430	489
123	490	431
221	431	490
124	491	432
222	432	491
89	292	504
90	293	505
174	419	422
173	417	421
176	420	424
175	418	423
192	396	380
96	380	396
102	421	309
101	422	310
104	423	311
103	424	312
229	356	529
219	488	320
321	220	489
221	490	322
222	491	323
126	297	496
125	298	497
128	299	498
127	300	499
177	395	383
108	512	520
191	336	433
150	321	530
191	529	336
12	13	442
31	32	443
69	70	440
50	51	441
342	540	473
471	341	539
344	542	474
343	541	472
108	381	512
190	382	549
80	319	395
0	536	41
1	535	60
1	61	535
0	42	536
4	537	2
2	537	79
3	23	538
22	3	538
94	379	506
147	357	383
197	383	357
165	352	413
166	353	414
167	354	415
355	416	168
182	543	366
183	544	367
184	545	368
185	546	369
148	433	314
152	323	425
9	480	345
28	481	346
186	345	480
187	346	481
66	482	347
47	483	348
188	347	482
189	348	483
157	324	426
159	325	427
215	497	315
216	496	316
217	499	317
218	498	318
158	334	434
160	335	435
96	396	550
133	417	337
134	418	338
135	419	339
136	420	340
161	384	385
193	385	384
162	386	387
195	387	386
163	389	388
194	388	389
186	551	326
187	552	327
188	553	328
189	554	329
97	326	436
98	327	437
99	328	438
100	329	439
177	479	314
250	401	448
252	402	450
251	403	449
253	404	451
242	504	364
243	505	365
182	429	543
183	430	544
184	431	545
185	432	546
105	349	547
9	10	480
28	29	481
66	67	482
47	48	483
192	380	381
13	14	494
32	33	495
70	71	492
51	52	493
155	407	350
351	156	408
164	381	380
191	358	507
95	507	358
33	331	495
14	330	494
52	333	493
71	332	492
320	488	256
257	321	489
258	322	490
259	323	491
94	530	321
190	506	379
182	366	500
183	367	501
184	368	502
185	369	503
152	425	378
186	326	525
187	327	526
188	328	527
189	329	528
109	475	564
110	476	565
112	478	567
197	378	425
70	492	440
51	493	441
200	440	492
201	441	493
32	495	443
13	494	442
198	442	494
199	443	495
246	564	475
247	565	476
249	567	478
207	444	500
208	445	501
209	446	502
210	447	503
107	357	548
193	539	341
342	194	540
195	541	343
196	542	344
10	352	480
29	353	481
67	354	482
48	355	483
186	480	352
187	481	353
188	482	354
355	189	483
248	566	477
111	477	566
145	349	549
260	397	464
261	398	465
262	399	466
263	400	467
146	529	356
326	551	436
327	552	437
328	553	438
329	554	439
145	549	382
169	448	401
170	449	403
171	450	402
172	451	404
165	551	352
166	552	353
167	553	354
355	168	554
186	352	551
187	353	552
188	354	553
355	554	189
178	464	397
179	465	398
180	466	399
181	467	400
105	385	517
193	517	385
106	388	518
107	387	519
194	518	388
195	519	387
177	396	479
192	479	396
196	520	512
164	512	381
177	383	550
197	550	383
248	440	566
249	441	567
200	566	440
201	567	441
246	442	564
247	443	565
198	564	442
199	565	443
81	366	543
82	367	544
83	368	545
84	369	546
164	390	512
85	539	384
193	384	539
194	389	540
87	540	389
86	541	386
195	386	541
196	390	542
88	542	390
229	507	428
85	471	539
86	472	541
87	473	540
88	474	542
196	512	390
219	543	429
220	544	430
221	545	431
222	546	432
95	428	507
73	393	531
54	394	532
16	391	533
35	392	534
182	500	444
183	501	445
184	502	446
185	503	447
105	547	385
107	548	387
177	550	396
94	506	530
165	436	551
166	437	552
167	438	553
168	439	554
202	530	506
