0.000000 0.018334 0.036667 0.055001 0.073334 0.091668 0.110001 0.128335 0.146669 0.165002 0.183336 0.201669 0.220003 0.238337 0.256670 0.275004 0.293337 0.311671 0.330005 0.348338 0.366672 0.385005 0.403339 0.421672 0.440006 0.458340 0.476673 0.495007 0.513340 0.531674 0.550008 
0.000000 0.018333 0.036667 0.055000 0.073334 0.091667 0.110001 0.128335 0.146668 0.165002 0.183335 0.201669 0.220002 0.238336 0.256670 0.275003 0.293337 0.311670 0.330004 0.348338 0.366671 0.385005 0.403338 0.421672 0.440006 0.458339 0.476673 0.495006 0.513340 0.531674 0.550007 
0.000000 0.018333 0.036667 0.055000 0.073334 0.091667 0.110001 0.128334 0.146668 0.165001 0.183335 0.201669 0.220002 0.238336 0.256669 0.275003 0.293336 0.311670 0.330004 0.348337 0.366671 0.385004 0.403338 0.421671 0.440005 0.458339 0.476672 0.495006 0.513339 0.531673 0.550007 
0.000000 0.018333 0.036667 0.055000 0.073334 0.091667 0.110001 0.128334 0.146668 0.165001 0.183335 0.201668 0.220002 0.238336 0.256669 0.275003 0.293336 0.311670 0.330003 0.348337 0.366670 0.385004 0.403338 0.421671 0.440005 0.458338 0.476672 0.495005 0.513339 0.531673 0.550006 
0.000000 0.018333 0.036667 0.055000 0.073334 0.091667 0.110001 0.128334 0.146668 0.165001 0.183335 0.201668 0.220002 0.238335 0.256669 0.275002 0.293336 0.311670 0.330003 0.348337 0.366670 0.385004 0.403337 0.421671 0.440004 0.458338 0.476671 0.495005 0.513339 0.531672 0.550006 
0.000000 0.018333 0.036667 0.055000 0.073334 0.091667 0.110001 0.128334 0.146668 0.165001 0.183335 0.201668 0.220002 0.238335 0.256669 0.275002 0.293336 0.311669 0.330003 0.348336 0.366670 0.385004 0.403337 0.421671 0.440004 0.458338 0.476671 0.495005 0.513338 0.531672 0.550006 
0.000000 0.018333 0.036667 0.055000 0.073334 0.091667 0.110001 0.128334 0.146668 0.165001 0.183335 0.201668 0.220002 0.238335 0.256669 0.275002 0.293336 0.311669 0.330003 0.348336 0.366670 0.385003 0.403337 0.421671 0.440004 0.458338 0.476671 0.495005 0.513338 0.531672 0.550005 
0.000000 0.018333 0.036667 0.055000 0.073334 0.091667 0.110001 0.128334 0.146668 0.165001 0.183335 0.201668 0.220002 0.238335 0.256669 0.275002 0.293336 0.311669 0.330003 0.348336 0.366670 0.385003 0.403337 0.421671 0.440004 0.458338 0.476671 0.495005 0.513338 0.531672 0.550005 
0.000000 0.018377 0.036747 0.055112 0.073473 0.091829 0.110183 0.128533 0.146881 0.165227 0.183571 0.201914 0.220255 0.238595 0.256934 0.275273 0.293611 0.311948 0.330284 0.348620 0.366956 0.385291 0.403627 0.421961 0.440296 0.458631 0.476965 0.495299 0.513633 0.531967 0.550301 
0.000000 0.018722 0.037392 0.056015 0.074596 0.093142 0.111657 0.130145 0.148610 0.167056 0.185484 0.203898 0.222300 0.240692 0.259074 0.277449 0.295818 0.314181 0.332540 0.350895 0.369246 0.387595 0.405942 0.424286 0.442629 0.460970 0.479310 0.497649 0.515988 0.534325 0.552662 
