0.999975 -0.200007
0.999975 -0.199957
0.999975 -0.199907
0.999975 -0.199857
0.999975 -0.199807
0.999975 -0.199757
0.999975 -0.199707
0.999975 -0.199657
0.999975 -0.199607
0.999975 -0.199557
0.999975 -0.199507
0.999975 -0.199457
0.999975 -0.199407
0.999975 -0.199357
0.999975 -0.199307
0.999975 -0.199257
0.999975 -0.199207
0.999975 -0.199157
0.999975 -0.199107
0.999975 -0.199057
0.999975 -0.199007
0.999975 -0.198957
0.999975 -0.198907
0.999975 -0.198857
0.999975 -0.198807
0.999975 -0.198757
0.999975 -0.198707
0.999975 -0.198657
0.999975 -0.198607
0.999975 -0.198557
0.999975 -0.198507
0.999975 -0.198457
0.999975 -0.198407
0.999975 -0.198357
0.999975 -0.198307
0.999975 -0.198257
0.999975 -0.198207
0.999975 -0.198157
0.999975 -0.198107
0.999975 -0.198057
0.999975 -0.198007
0.999975 -0.197957
0.999975 -0.197907
0.999975 -0.197857
0.999975 -0.197807
0.999975 -0.197757
0.999975 -0.197707
0.999975 -0.197657
0.999975 -0.197607
0.999975 -0.197557
0.999975 -0.197507
0.999975 -0.197457
0.999975 -0.197407
0.999975 -0.197357
0.999975 -0.197307
0.999975 -0.197257
0.999975 -0.197207
0.999975 -0.197157
0.999975 -0.197107
0.999975 -0.197057
0.999975 -0.197007
0.999975 -0.196957
0.999975 -0.196907
0.999975 -0.196857
0.999975 -0.196807
0.999975 -0.196757
0.999975 -0.196707
0.999975 -0.196657
0.999975 -0.196607
0.999975 -0.196557
0.999975 -0.196507
0.999975 -0.196457
0.999975 -0.196407
0.999975 -0.196357
0.999975 -0.196307
0.999975 -0.196257
0.999975 -0.196207
0.999975 -0.196157
0.999975 -0.196107
0.999975 -0.196057
0.999975 -0.196007
0.999975 -0.195957
0.999975 -0.195907
0.999975 -0.195857
0.999975 -0.195807
0.999975 -0.195757
0.999975 -0.195707
0.999975 -0.195657
0.999975 -0.195607
0.999975 -0.195557
0.999975 -0.195507
0.999975 -0.195457
0.999975 -0.195407
0.999975 -0.195357
0.999975 -0.195307
0.999975 -0.195257
0.999975 -0.195207
0.999975 -0.195157
0.999975 -0.195107
0.999975 -0.195057
0.999975 -0.195007
0.999975 -0.194957
0.999975 -0.194907
0.999975 -0.194857
0.999975 -0.194807
0.999975 -0.194757
0.999975 -0.194707
0.999975 -0.194657
0.999975 -0.194607
0.999975 -0.194557
0.999975 -0.194507
0.999975 -0.194457
0.999975 -0.194407
0.999975 -0.194357
0.999975 -0.194307
0.999975 -0.194257
0.999975 -0.194207
0.999975 -0.194157
0.999975 -0.194107
0.999975 -0.194057
0.999975 -0.194007
0.999975 -0.193957
0.999975 -0.193907
0.999975 -0.193857
0.999975 -0.193807
0.999975 -0.193757
0.999975 -0.193707
0.999975 -0.193657
0.999975 -0.193607
0.999975 -0.193557
0.999975 -0.193507
0.999975 -0.193457
0.999975 -0.193407
0.999975 -0.193357
0.999975 -0.193307
0.999975 -0.193257
0.999975 -0.193207
0.999975 -0.193157
0.999975 -0.193107
0.999975 -0.193057
0.999975 -0.193007
0.999975 -0.192957
0.999975 -0.192907
0.999975 -0.192857
0.999975 -0.192807
0.999975 -0.192757
0.999975 -0.192707
0.999975 -0.192657
0.999975 -0.192607
0.999975 -0.192557
0.999975 -0.192507
0.999975 -0.192457
0.999975 -0.192407
0.999975 -0.192357
0.999975 -0.192307
0.999975 -0.192257
0.999975 -0.192207
0.999975 -0.192157
0.999975 -0.192107
0.999975 -0.192057
0.999975 -0.192007
0.999975 -0.191957
0.999975 -0.191907
0.999975 -0.191857
0.999975 -0.191807
0.999975 -0.191757
0.999975 -0.191707
0.999975 -0.191657
0.999975 -0.191607
0.999975 -0.191557
0.999975 -0.191507
0.999975 -0.191457
0.999975 -0.191407
0.999975 -0.191357
0.999975 -0.191307
0.999975 -0.191257
0.999975 -0.191207
0.999975 -0.191157
0.999975 -0.191107
0.999975 -0.191057
0.999975 -0.191007
0.999975 -0.190957
0.999975 -0.190907
0.999975 -0.190857
0.999975 -0.190807
0.999975 -0.190757
0.999975 -0.190707
0.999975 -0.190657
0.999975 -0.190607
0.999975 -0.190557
0.999975 -0.190507
0.999975 -0.190457
0.999975 -0.190407
0.999975 -0.190357
0.999975 -0.190307
0.999975 -0.190257
0.999975 -0.190207
0.999975 -0.190157
0.999975 -0.190107
0.999975 -0.190057
0.999975 -0.190007
0.999975 -0.189957
0.999975 -0.189907
0.999975 -0.189857
0.999975 -0.189807
0.999975 -0.189757
0.999975 -0.189707
0.999975 -0.189657
0.999975 -0.189607
0.999975 -0.189557
0.999975 -0.189507
0.999975 -0.189457
0.999975 -0.189407
0.999975 -0.189357
0.999975 -0.189307
0.999975 -0.189257
0.999975 -0.189207
0.999975 -0.189157
0.999975 -0.189107
0.999975 -0.189057
0.999975 -0.189007
0.999975 -0.188957
0.999975 -0.188907
0.999975 -0.188857
0.999975 -0.188807
0.999975 -0.188757
0.999975 -0.188707
0.999975 -0.188657
0.999975 -0.188607
0.999975 -0.188557
0.999975 -0.188507
0.999975 -0.188457
0.999975 -0.188407
0.999975 -0.188357
0.999975 -0.188307
0.999975 -0.188257
0.999975 -0.188207
0.999975 -0.188157
0.999975 -0.188107
0.999975 -0.188057
0.999975 -0.188007
0.999975 -0.187957
0.999975 -0.187907
0.999975 -0.187857
0.999975 -0.187807
0.999975 -0.187757
0.999975 -0.187707
0.999975 -0.187657
0.999975 -0.187607
0.999975 -0.187557
0.999975 -0.187507
0.999975 -0.187457
0.999975 -0.187407
0.999975 -0.187357
0.999975 -0.187307
0.999975 -0.187257
0.999975 -0.187207
0.999975 -0.187157
0.999975 -0.187107
0.999975 -0.187057
0.999975 -0.187007
0.999975 -0.186957
0.999975 -0.186907
0.999975 -0.186857
0.999975 -0.186807
0.999975 -0.186757
0.999975 -0.186707
0.999975 -0.186657
0.999975 -0.186607
0.999975 -0.186557
0.999975 -0.186507
0.999975 -0.186457
0.999975 -0.186407
0.999975 -0.186357
0.999975 -0.186307
0.999975 -0.186257
0.999975 -0.186207
0.999975 -0.186157
0.999975 -0.186107
0.999975 -0.186057
0.999975 -0.186007
0.999975 -0.185957
0.999975 -0.185907
0.999975 -0.185857
0.999975 -0.185807
0.999975 -0.185757
0.999975 -0.185707
0.999975 -0.185657
0.999975 -0.185607
0.999975 -0.185557
0.999975 -0.185507
0.999975 -0.185457
0.999975 -0.185407
0.999975 -0.185357
0.999975 -0.185307
