0.000000 0.055000 0.110000 0.165000 0.220000 0.275000 0.330000 0.385000 0.440000 0.495000 0.550000 
0.000000 0.055000 0.110000 0.165000 0.220000 0.275000 0.330000 0.385000 0.440000 0.495000 0.550000 
0.000000 0.055000 0.110000 0.165000 0.220000 0.275000 0.330000 0.385000 0.440000 0.495000 0.550000 
0.000000 0.056148 0.112122 0.167946 0.223640 0.279222 0.334711 0.390119 0.445460 0.500744 0.555980 
0.000000 0.064053 0.126483 0.187456 0.247184 0.305881 0.363749 0.420963 0.477667 0.533978 0.589988 
0.000000 0.071562 0.141191 0.208813 0.274455 0.338235 0.400339 0.460993 0.520433 0.578884 0.636545 
0.000000 0.066931 0.133994 0.201135 0.268063 0.334523 0.400293 0.465185 0.529066 0.591861 0.653559 
0.000000 0.057555 0.116129 0.175213 0.232823 0.290584 0.348488 0.405515 0.460961 0.511750 0.555451 
0.000000 0.055000 0.110579 0.166571 0.222940 0.279446 0.336084 0.392845 0.449631 0.506288 0.562268 
0.000000 0.055000 0.110081 0.165163 0.220390 0.275793 0.331359 0.387078 0.442940 0.498923 0.554992 
0.000000 0.055000 0.110000 0.165013 0.220038 0.275096 0.330209 0.385395 0.440665 0.496027 0.551482 
