0.000000 0.027500 0.055000 0.082500 0.110000 0.137500 0.165000 0.192500 0.220000 0.247500 0.275000 0.302500 0.330000 0.357500 0.385000 0.412500 0.440000 0.467500 0.495000 0.522500 0.550000 
0.000000 0.027500 0.055000 0.082500 0.110000 0.137500 0.165000 0.192500 0.220000 0.247500 0.275000 0.302500 0.330000 0.357500 0.385000 0.412500 0.440000 0.467500 0.495000 0.522500 0.550000 
0.000000 0.027500 0.055000 0.082500 0.110000 0.137500 0.165000 0.192500 0.220000 0.247500 0.275000 0.302500 0.330000 0.357500 0.385000 0.412500 0.440000 0.467500 0.495000 0.522500 0.550000 
0.000000 0.027500 0.055000 0.082500 0.110000 0.137500 0.165000 0.192500 0.220000 0.247500 0.275000 0.302500 0.330000 0.357500 0.385000 0.412500 0.440000 0.467500 0.495000 0.522500 0.550000 
0.000000 0.027500 0.055000 0.082500 0.110000 0.137500 0.165000 0.192500 0.220000 0.247500 0.275000 0.302500 0.330000 0.357500 0.385000 0.412500 0.440000 0.467500 0.495000 0.522500 0.550000 
0.000000 0.027500 0.055000 0.082500 0.110000 0.137500 0.165000 0.192500 0.220000 0.247500 0.275000 0.302500 0.330000 0.357500 0.385000 0.412500 0.440000 0.467500 0.495000 0.522500 0.550000 
0.000000 0.028074 0.056061 0.083973 0.111820 0.139611 0.167355 0.195060 0.222730 0.250372 0.277990 0.305588 0.333170 0.360738 0.388294 0.415841 0.443379 0.470912 0.498438 0.525960 0.553478 
0.000000 0.029777 0.059249 0.088439 0.117375 0.146086 0.174600 0.202946 0.231148 0.259229 0.287208 0.315103 0.342928 0.370695 0.398414 0.426093 0.453741 0.481362 0.508961 0.536542 0.564109 
0.000000 0.032343 0.064144 0.095414 0.126178 0.156475 0.186347 0.215842 0.245008 0.273891 0.302533 0.330973 0.359244 0.387375 0.415391 0.443312 0.471155 0.498935 0.526663 0.554349 0.582000 
0.000000 0.034950 0.069276 0.102950 0.135964 0.168323 0.200053 0.231192 0.261788 0.291897 0.321578 0.350888 0.379881 0.408607 0.437110 0.465428 0.493594 0.521635 0.549575 0.577432 0.605222 
0.000000 0.036350 0.072311 0.107808 0.142776 0.177157 0.210911 0.244014 0.276463 0.308276 0.339486 0.370140 0.400293 0.430006 0.459337 0.488343 0.517075 0.545579 0.573895 0.602057 0.630093 
0.000000 0.035731 0.071448 0.107127 0.142682 0.178029 0.213081 0.247758 0.281982 0.315691 0.348836 0.381390 0.413346 0.444718 0.475537 0.505848 0.535703 0.565157 0.594267 0.623085 0.651659 
0.000000 0.033299 0.067014 0.101033 0.135276 0.169680 0.203991 0.238341 0.272677 0.306947 0.341499 0.375401 0.409047 0.442366 0.475294 0.507776 0.539775 0.571270 0.602262 0.632770 0.662826 
0.000000 0.030501 0.061418 0.092674 0.124190 0.155892 0.187710 0.219574 0.251356 0.283134 0.314999 0.346821 0.378544 0.410102 0.441412 0.472371 0.502844 0.532644 0.561494 0.588918 0.613810 
0.000000 0.028439 0.057175 0.086177 0.115401 0.144800 0.174320 0.203908 0.233086 0.262320 0.291608 0.320873 0.349884 0.378545 0.406733 0.434284 0.460972 0.486450 0.510111 0.530476 0.557055 
0.000000 0.027594 0.055319 0.083191 0.111214 0.139383 0.167686 0.196107 0.224626 0.253194 0.281808 0.310463 0.339152 0.367858 0.396561 0.425237 0.453846 0.482310 0.510473 0.538009 0.564067 
0.000000 0.027500 0.055015 0.082565 0.110166 0.137833 0.165576 0.193400 0.221307 0.249295 0.277356 0.305485 0.333673 0.361917 0.390209 0.418543 0.446909 0.475299 0.503695 0.532069 0.560361 
0.000000 0.027500 0.055002 0.082504 0.110014 0.137539 0.165087 0.192667 0.220285 0.247948 0.275660 0.303424 0.331241 0.359110 0.387031 0.415001 0.443017 0.471078 0.499179 0.527315 0.555478 
0.000000 0.027500 0.055000 0.082500 0.110001 0.137503 0.165009 0.192522 0.220046 0.247585 0.275144 0.302728 0.330340 0.357984 0.385663 0.413379 0.441132 0.468924 0.496754 0.524622 0.552527 
0.000000 0.027500 0.055000 0.082500 0.110000 0.137500 0.165001 0.192502 0.220005 0.247512 0.275024 0.302544 0.330074 0.357617 0.385177 0.412756 0.440357 0.467981 0.495632 0.523310 0.551017 
0.000000 0.027500 0.055000 0.082500 0.110000 0.137500 0.165000 0.192500 0.220000 0.247501 0.275003 0.302507 0.330013 0.357523 0.385038 0.412561 0.440093 0.467636 0.495193 0.522764 0.550352 
