10	0.033309	0.025785	0.028471
20	0.018770	0.015600	0.024565
30	0.012584	0.010149	0.012234
40	0.009612	0.007821	0.009639
50	0.007964	0.006436	0.007882
60	0.006746	0.005469	0.007575
70	0.005958	0.004779	0.007298
80	0.005309	0.004252	0.006938
90	0.004758	0.003781	0.005565
100	0.004313	0.003411	0.004122
